"rmax", "topt", "ctmin", "ctmax", "e", "eh", "q10", "thermal_safety_margin", "thermal_tolerance", "breadth", "skewness", "tAdaptation", "line", "mediumConcentration", "r_tref", "e_from_fit", "eh_from_fit", "th", "r_tadapt", "r_tref_0025", "r_tref_0975", "e_from_fit_0025", "e_from_fit_0975", "sd_e_from_fit", "sd_r_tref", "speed_quantile"
594.66, 34.8, -Inf, 38.26, 0.09, NA, NA, 3.45, Inf, 20.58, NA, 15, "all", 200, 500.649194850911, 0.092908456769158, 20, 37.0132890683161, 469.706153397837, 498.275725040807, 503.315662056415, 0.0870637370073888, 0.0997464348258498, 0.00315361782364763, 1.31004766132201, 10
709.51, 34.86, -Inf, 38.15, 0.14, NA, NA, 3.29, Inf, 14.34, NA, 20, "all", 50, 544.666139397161, 0.14218089355171, 20, 36.8974390401673, 544.666139397161, 540.004726251805, 549.741789900304, 0.133314468565156, 0.153962195522299, 0.00532235889280559, 2.59910418372764, 10
692.6, 34.89, -Inf, 38.24, 0.12, NA, NA, 3.35, Inf, 16.29, NA, 20, "all", 100, 551.306787847682, 0.122493174977667, 20, 36.9847577618309, 551.306787847682, 549.579834316511, 553.646348634058, 0.117074104688315, 0.12901290414137, 0.00307619171003149, 1.04111658478767, 10
573.48, 34.7, -Inf, 38.17, 0.09, NA, NA, 3.47, Inf, 21.35, NA, 20, "all", 200, 487.108223600069, 0.0887555501718943, 20, 36.9246016681794, 487.108223600069, 484.71810165593, 489.514471832987, 0.082981100423806, 0.0949090466985151, 0.00307579117072732, 1.25160246477529, 10
755.14, 34.87, -Inf, 38.05, 0.18, NA, NA, 3.19, Inf, 11.5, NA, 25, "all", 50, 535.454559129494, 0.184822657357626, 20, 36.792642347107, 605.329708950448, 532.095582952035, 539.149115543312, 0.177571185332319, 0.19421863865956, 0.00428636125547329, 1.7683690690956, 10
693.34, 35.05, -Inf, 38.28, 0.17, NA, NA, 3.23, Inf, 12.73, NA, 25, "all", 100, 507.528128686725, 0.165804635736334, 20, 37.0157215241502, 566.562901808644, 505.124539402962, 510.486296208502, 0.160002267795658, 0.172351848299817, 0.00324668985920604, 1.33356214922346, 10
646.19, 34.91, -Inf, 38.22, 0.14, NA, NA, 3.31, Inf, 14.9, NA, 25, "all", 200, 501.171146007694, 0.136259824927699, 20, 36.9608962210746, 548.603666063573, 498.635241800945, 504.587398848227, 0.129123078239649, 0.144986544086649, 0.00391672079906828, 1.59360845498747, 10
703.76, 28.77, -Inf, 31.93, 0.14, 9.2, NA, 3.16, Inf, 13.83, -9.06, 15, "all", 50, 602.599868452422, 0.141159342344238, 20, 30.7261552766036, 546.930726554007, 598.904556726578, 606.357142737832, 0.132329762433746, 0.149896621664731, 0.0044398938842333, 1.99907869648357, 11
678.89, 34.89, -Inf, 38.24, 0.12, NA, NA, 3.35, Inf, 16.33, NA, 15, "all", 100, 540.685939272142, 0.122204553257425, 20, 36.9851120785914, 497.165616999972, 538.944818338317, 542.522404419279, 0.118353926542107, 0.126946228802447, 0.00221217862664683, 0.922400552039027, 11
589.42, 34.82, -Inf, 38.27, 0.09, NA, NA, 3.46, Inf, 20.63, NA, 15, "all", 200, 496.35685403198, 0.0926933160687663, 20, 37.0274662732864, 465.747905425235, 493.735304555208, 499.123980386548, 0.0870630068742206, 0.09923174833566, 0.0030928853656332, 1.39135714852967, 11
702, 34.88, -Inf, 38.17, 0.14, NA, NA, 3.29, Inf, 14.41, NA, 20, "all", 50, 539.482894798222, 0.141477511863356, 20, 36.9130351279528, 539.482894798222, 535.12116255157, 544.621546831922, 0.132081713067391, 0.153715221050963, 0.00546761839159135, 2.40065373218697, 11
684.56, 34.9, -Inf, 38.25, 0.12, NA, NA, 3.35, Inf, 16.56, NA, 20, "all", 100, 547.151268405254, 0.120215007731992, 20, 37.0013519348823, 547.151268405254, 545.393711362064, 549.291704135201, 0.114325996696957, 0.125902422194896, 0.00295297940746665, 1.02268854182671, 11
569.46, 34.71, -Inf, 38.18, 0.09, NA, NA, 3.48, Inf, 21.57, NA, 20, "all", 200, 484.564304408626, 0.0877105541242781, 20, 36.9398281923868, 484.564304408626, 482.240193846698, 486.913145613233, 0.0820070013077349, 0.0935724054274711, 0.00299704267146524, 1.22250135096179, 11
