current_date,starting_date,name,current_count,starting_count,previous_count,cultured_at_start_ml,volume_at_start_ml,culture_time_days,growth_rate_gen_per_day
2021-03-19,2021-03-17,25_200_D,260000,2166.666667,273000,0.1,12.6,2.0000,3.4534
2021-03-22,2021-03-19,25_200_A,615000,462.9603175,58333,0.1,12.6,3.0000,3.4585
2021-03-22,2021-03-19,25_200_B,650000,1825.396825,230000,0.1,12.6,3.0000,2.8254
2021-03-22,2021-03-19,25_200_C,613000,1587.301587,200000,0.1,12.6,3.0000,2.8644
2021-03-22,2021-03-19,25_200_D,800000,2063.492063,260000,0.1,12.6,3.0000,2.8663
2021-03-23,2021-03-22,25_200_A,70000,9685.03937,615000,0.2,12.7,1.0000,2.8535
2021-03-23,2021-03-22,25_200_B,92500,10236.22047,650000,0.2,12.7,1.0000,3.1758
2021-03-23,2021-03-22,25_200_C,130000,9653.543307,613000,0.2,12.7,1.0000,3.7513
2021-03-23,2021-03-22,25_200_D,82500,12598.4252,800000,0.2,12.7,1.0000,2.7112
2021-03-24,2021-03-23,25_200_A,22500,1102.362205,70000,0.2,12.7,1.0000,4.3513
2021-03-24,2021-03-23,25_200_B,12500,1456.692913,92500,0.2,12.7,1.0000,3.1012
2021-03-24,2021-03-23,25_200_C,30000,2047.244094,130000,0.2,12.7,1.0000,3.8732
2021-03-24,2021-03-23,25_200_D,35000,1299.212598,82500,0.2,12.7,1.0000,4.7516
2021-03-26,2021-03-24,25_200_A,7500,178.5714286,22500,0.1,12.6,2.0000,2.6962
2021-03-26,2021-03-24,25_200_B,39200,99.20634921,12500,0.1,12.6,2.0000,4.3131
2021-03-26,2021-03-24,25_200_C,17500,238.0952381,30000,0.1,12.6,2.0000,3.0998
2021-03-26,2021-03-24,25_200_D,17500,277.7777778,35000,0.1,12.6,2.0000,2.9886
2021-03-29,2021-03-26,25_200_A,43333,59.52380952,7500,0.1,12.6,3.0000,3.1693
2021-03-29,2021-03-26,25_200_B,161600,311.1111111,39200,0.1,12.6,3.0000,3.0069
2021-03-29,2021-03-26,25_200_C,53333,138.8888889,17500,0.1,12.6,3.0000,2.8617
2021-03-29,2021-03-26,25_200_D,65000,138.8888889,17500,0.1,12.6,3.0000,2.9568
2021-03-30,2021-03-29,25_200_A,16666,849.6666667,43333,0.25,12.75,1.0000,4.2939
2021-03-30,2021-03-29,25_200_B,76666,3168.627451,161600,0.25,12.75,1.0000,4.5967
2021-03-30,2021-03-29,25_200_C,21666,1045.745098,53333,0.25,12.75,1.0000,4.3728
2021-03-30,2021-03-29,25_200_D,31666,1274.509804,65000,0.25,12.75,1.0000,4.6349
2021-03-31,2021-03-30,25_200_A,2000,326.7843137,16666,0.25,12.75,1.0000,2.6136
2021-03-31,2021-03-30,25_200_B,6600,1503.254902,76666,0.25,12.75,1.0000,2.1344
2021-03-31,2021-03-30,25_200_C,6000,424.8235294,21666,0.25,12.75,1.0000,3.8200
2021-03-31,2021-03-30,25_200_D,2000,620.9019608,31666,0.25,12.75,1.0000,1.6876
2021-04-09,2021-04-07,25_200_A,100000,709.5643564,71666,0.1,10.1,2.0000,3.5694
2021-04-09,2021-04-07,25_200_B,58333,346.5346535,35000,0.1,10.1,2.0000,3.6976
2021-04-09,2021-04-07,25_200_C,45000,396.039604,40000,0.1,10.1,2.0000,3.4141
2021-04-09,2021-04-07,25_200_D,60000,511.5445545,51666,0.1,10.1,2.0000,3.4370
