adaptationTemperature,tt,treatment,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,Median,Skew,Kurt,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_2.0.png:0046-0887,596.694,66.337,5.727,64,48,85,806.977,41.739,807.07,41.731,100.205,789.091,29.091,35.455,25.455,38.591,19.687,150.375,0.747,40.859,66,-0.007,-0.13,868,33,147.724,21.136,1.96,0.51,0.943
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_2.0.png:0409-1499,948.76,65.488,8.333,67,39,86,1362.289,372.57,1362.559,372.504,128.231,1337.273,360,51.818,24.545,51.501,23.456,177.08,0.725,52.61,66,-0.132,-0.504,1471,404,170.049,24.545,2.196,0.455,0.953
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_2.0.png:0414-1615,1195.868,59.666,10.499,64,21,88,1466.899,374.253,1467.395,373.77,145.515,1446.364,352.727,43.636,47.273,54.966,27.701,46.699,0.71,54.968,61,-0.622,0.311,1603,440,55.784,29.152,1.984,0.504,0.926
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_2.0.png:0732-1767,1008.264,63.084,7.607,64,36,83,1606.734,666.1,1607.002,665.973,128.892,1590,642.727,33.636,45.455,49.683,25.839,60.07,0.763,51.658,64,-0.518,0.443,1754,757,61.631,27.284,1.923,0.52,0.951
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_2.0.png:0826-1695,812.397,56.191,12.59,54,20,85,1541.154,748.672,1541.233,748.357,133.282,1526.364,724.545,29.091,52.727,56.032,18.46,114.989,0.575,57.783,56,-0.153,-0.478,1683,797,114.146,19.921,3.035,0.329,0.941
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0180-0124,782.645,43.227,6.635,45,17,62,112.703,163.075,112.746,162.661,109.828,100,143.636,25.455,40,40.902,24.363,76.904,0.815,41.976,44,-0.421,0.739,119,202,72.35,25.455,1.679,0.596,0.958
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0112-0291,730.579,48.255,6.293,51,29,69,264.308,102.439,264.361,102.163,113.906,249.091,82.727,30.909,39.091,45.651,20.376,59.075,0.708,45.654,49,-0.072,-0.247,277,133,54.728,21.149,2.24,0.446,0.939
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0079-0408,914.876,53.856,7.145,54,29,74,372.182,72.462,371.984,72.424,123.75,347.273,59.091,48.182,26.364,47.648,24.447,6.082,0.751,48.872,54,-0.275,0.321,382,83,9.638,25.822,1.949,0.513,0.944
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0052-0635,1052.066,57.685,7.896,56,32,80,577.704,48.586,577.918,48.265,133.503,559.091,24.545,36.364,46.364,52.064,25.729,54.608,0.742,52.954,58,-0.169,-0.041,619,76,55.491,28.284,2.024,0.494,0.936
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0034-0763,826.446,61.653,6.374,59,39,79,693.012,30.488,693.266,30.643,121.84,673.636,12.727,40,36.364,48.447,21.72,140.099,0.7,49.276,62,-0.121,0.005,741,18,142.496,24.364,2.231,0.448,0.934
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0046-0908,536.364,67.478,5.793,72,51,82,825.721,42.57,825.726,42.539,99.231,814.545,22.727,21.818,38.182,41.313,16.53,69.489,0.684,40.859,68,-0.042,-0.368,900,67,69.146,17.203,2.499,0.4,0.941
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0182-0592,782.645,65.895,7.979,69,35,86,538.48,164.869,538.339,164.488,114.438,522.727,147.273,30.909,36.364,40.744,24.458,122.233,0.751,44.387,67,-0.669,0.41,576,162,124.992,25.207,1.666,0.6,0.939
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0428-0085,697.521,43.794,4.858,43,29,57,77.514,389.38,77.395,389.318,106.633,60,373.636,34.545,31.818,41.239,21.536,138.098,0.771,42.025,44,0.017,-0.056,66,414,141.147,23.142,1.915,0.522,0.938
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0534-0310,1078.512,55.333,7.797,61,23,74,282.958,486.426,282.665,486.449,131.023,258.182,470.909,48.182,30,47.378,28.984,12.804,0.789,49.834,56,-0.397,0.019,284,543,14.797,29.774,1.635,0.612,0.944
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0455-0673,1082.645,69.033,7.953,74,44,94,612.575,412.902,612.979,413.14,135.1,590,394.545,44.545,38.182,51.987,26.516,146.026,0.745,53.667,69,-0.124,-0.24,651,438,141.189,27.646,1.961,0.51,0.955
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0428-0791,1136.364,71.929,8.654,72,43,95,717.285,388.223,717.625,387.972,135.633,694.545,372.727,49.091,33.636,51.504,28.092,24.645,0.776,52.523,72,-0.38,0.305,765,441,23.459,29.679,1.833,0.545,0.954
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0578-0637,1060.331,64.242,8.062,64,38,89,579.02,525.463,579.248,525.603,140.334,551.818,510.909,55.455,29.091,57.447,23.501,162.934,0.677,57.496,64,0.031,-0.252,608,566,161.565,24.148,2.444,0.409,0.947
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0659-0676,1444.628,63.733,10.435,64,32,90,614.401,600.657,614.059,599.882,159.086,595.455,570.909,38.182,57.273,59.068,31.14,114.369,0.717,60.984,64,-0.138,-0.278,658,631,116.565,32.118,1.897,0.527,0.943
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0381-1013,990.083,73.493,7.856,72,51,95,920.956,346.206,921.135,346.443,124.062,906.364,323.636,29.091,45.455,47.685,26.436,108.244,0.808,48.626,74,-0.003,-0.163,1004,356,110.807,27.456,1.804,0.554,0.962
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0864-0248,1223.14,46.152,7.555,48,21,66,225.996,786.055,225.86,786.272,139.048,209.091,760.909,33.636,50,51.791,30.07,108.627,0.795,53.852,47,-0.348,-0.206,238,837,111.801,30.76,1.722,0.581,0.96
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0754-0299,680.165,55.776,4.924,54,42,73,271.902,684.919,272.113,684.96,111.738,250,675.455,44.545,20,45.481,19.041,4.348,0.685,45.291,56,0.147,-0.094,275,757,10.408,19.978,2.389,0.419,0.941
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1121-0143,1004.959,37.908,7.557,43,10,57,129.72,1019.019,129.802,1019.514,131.684,109.091,1000,41.818,39.091,51.418,24.885,137.954,0.728,53.544,39,-0.747,0.903,120,1103,139.821,25.84,2.066,0.484,0.947
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1229-0232,884.298,32.684,7.705,28,9,55,210.265,1118.031,210.46,1118.117,116.569,197.273,1096.364,27.273,42.727,44.263,25.437,108.396,0.818,45.245,32,0.112,-0.12,219,1207,112.443,27.051,1.74,0.575,0.965
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1186-0400,1351.24,47.601,8.15,48,21,67,363.661,1079.842,363.446,1078.889,147.827,347.273,1050.909,32.727,55.455,55.042,31.257,94.244,0.777,55.929,48,-0.615,0.223,399,1156,97.472,32.727,1.761,0.568,0.957
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1337-0686,989.256,44.86,9.813,43,17,75,622.796,1213.625,622.528,1214.04,128.672,609.091,1191.818,30,48.182,47.945,26.271,70.894,0.751,49.46,44,0.183,-0.201,679,1364,72.897,28.052,1.825,0.548,0.946
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1127-1022,1352.066,66.105,9.038,64,33,94,929.663,1023.773,929.918,1024.106,147.424,907.273,1001.818,44.545,46.364,54.125,31.806,132.038,0.782,56.018,66,-0.303,0.386,1000,1106,138.289,32.784,1.702,0.588,0.951
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1205-1034,897.521,66.361,6.454,67,49,91,939.72,1095.754,939.859,1095.661,125.477,918.182,1078.182,43.636,34.545,50.713,22.534,33.6,0.716,51.466,67,-0.058,-0.235,1012,1222,35.655,23.449,2.25,0.444,0.953
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1417-0849,812.397,53.105,8.156,53,23,80,771.525,1287.996,771.512,1288.077,111.114,757.273,1269.091,29.091,38.182,40.891,25.296,119.905,0.827,42.611,53,-0.467,0.422,835,1397,123.69,26.833,1.617,0.619,0.959
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:1186-1180,1129.752,61.387,8.968,64,33,84,1073.641,1077.6,1073.794,1077.635,140.114,1059.091,1050.909,28.182,55.455,54.248,26.516,89.782,0.723,55.818,62,-0.07,-0.275,1180,1156,96.546,28.182,2.046,0.489,0.955
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0729-1203,799.174,77.527,7.839,75,51,104,1093.368,662.689,1093.191,662.703,113.685,1073.636,648.182,40,29.091,43.717,23.275,25.643,0.777,44.434,77,0.059,-0.243,1182,743,30.763,23.987,1.878,0.532,0.952
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0408-1397,1307.438,68.957,9.478,69,28,97,1270.087,370.964,1270.366,371.428,145.036,1254.545,343.636,30.909,55.455,56.285,29.576,99.508,0.781,56.517,69,-0.594,0.874,1389,378,101.129,30.274,1.903,0.525,0.962
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0538-1492,1194.215,66.095,8.579,66,37,87,1355.336,487.289,1355.33,487.411,139.71,1338.182,464.545,36.364,50,53.268,28.545,59.814,0.769,55.365,66,-0.071,-0.556,1477,566,60.489,31.265,1.866,0.536,0.959
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0671-1704,1063.636,60.884,7.896,61,41,86,1549.546,609.799,1549.635,609.916,133.906,1534.545,585.455,29.091,50,52.891,25.605,108.039,0.745,53.852,61,0.038,-0.391,1695,644,111.801,26.736,2.066,0.484,0.961
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0415-1876,735.537,58.153,7.382,59,38,77,1705.372,376.82,1705.507,376.741,110.27,1690,359.091,31.818,36.364,42.85,21.856,51.636,0.76,43.872,59,-0.293,-0.277,1863,435,55.981,23.785,1.961,0.51,0.94
25,normoxia25,normoxia,Tetrahymena6T1_25degrees_norm_frame_282.0.png:0960-1892,804.959,56.906,7.63,55,32,77,1721.309,872.877,1721.513,872.827,117.451,1700.909,855.455,38.182,35.455,46.402,22.088,137.687,0.733,48.001,57,-0.058,-0.238,1871,944,142.696,23.09,2.101,0.476,0.947
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0087-0794,880.165,60.023,8.426,56,39,81,721.606,79.413,721.602,79.306,118.737,705.455,58.182,32.727,41.818,46.589,24.054,122.856,0.785,47.246,59,0.125,-0.511,781,64,120.018,24.909,1.937,0.516,0.956
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0375-0731,1028.926,64.697,10.487,64,18,93,665.05,340.914,665.448,340.794,124.062,642.727,326.364,44.545,30,45.004,29.11,174.719,0.84,45.654,65,-0.793,1.867,707,370,167.347,30,1.546,0.647,0.965
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0593-0488,788.43,58.139,10.84,59,18,89,444.498,540.141,444.391,540.064,116.127,420.909,528.182,45.455,22.727,47.129,21.3,12.262,0.735,47.456,59,-0.402,0.662,463,603,16.699,22.14,2.213,0.452,0.96
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0685-0433,1413.223,60.441,5.846,61,39,80,392.951,623.569,393.346,623.748,150.307,366.364,604.545,55.455,37.273,56.708,31.73,158.752,0.786,58.416,61,-0.275,0.181,404,673,159.027,32.198,1.787,0.56,0.96
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0669-0366,610.744,57.451,6.818,56,35,76,333.627,608.42,333.616,608.414,95.595,320,592.727,26.364,31.818,35.136,22.132,119.379,0.84,35.826,58,-0.058,0.047,355,654,125.707,22.767,1.588,0.63,0.955
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:1022-0564,1060.331,58.92,8.787,59,20,82,514.145,928.548,514.004,928.462,140.737,486.364,916.364,53.636,25.455,54.28,24.872,178.265,0.673,54.561,59,-0.561,0.908,535,1014,169.439,25.455,2.182,0.458,0.942
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:1101-0816,1081.818,63.279,6.62,67,46,81,742.638,1001.438,742.824,1000.748,150.711,726.364,971.818,30.909,58.182,61.43,22.423,72.483,0.599,61.825,63,-0.035,-0.655,809,1133,70.233,25.657,2.74,0.365,0.881
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:1118-0738,1190.909,54.37,9.009,51,29,76,671.67,1013.827,671.628,1013.57,146.23,655.455,989.091,30.909,55.455,53.993,28.083,101.511,0.7,56.693,54,-0.11,-0.597,729,1089,105.819,30.909,1.923,0.52,0.916
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:1272-1359,961.157,61.256,8.065,59,31,84,1236.957,1157.742,1236.951,1157.843,129.737,1211.818,1141.818,48.182,30,50.396,24.283,24.163,0.718,52.853,62,-0.245,0.183,1333,1285,26.565,26.02,2.075,0.482,0.945
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:1326-1646,773.554,55.497,5.818,54,37,72,1496.18,1206.094,1496.032,1205.974,115.1,1478.182,1188.182,37.273,35.455,44.954,21.909,136.126,0.734,45.163,55,0.053,-0.645,1626,1311,139.899,23.692,2.052,0.487,0.924
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:1255-1889,1170.248,47.153,7.252,46,23,69,1715.998,1142.061,1716.222,1141.958,130.178,1700,1118.182,34.545,45.455,46.233,32.228,115.066,0.868,47.456,48,-0.094,-0.016,1879,1230,110.171,34.07,1.435,0.697,0.968
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0800-1859,982.645,58.558,7.244,59,36,84,1689.86,728.15,1690.066,727.921,128.892,1673.636,705.455,33.636,44.545,49.195,25.433,63.312,0.743,50.066,59,-0.05,0.099,1846,824,60.642,28.052,1.934,0.517,0.937
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0365-1585,929.752,60.129,6.987,62,40,81,1440.571,331.724,1440.626,331.693,122.556,1419.091,318.182,44.545,28.182,47.32,25.017,18.262,0.778,48.113,60,-0.132,-0.16,1561,374,22.203,26.387,1.892,0.529,0.956
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0402-1515,914.876,60.268,8.518,59,39,87,1377.198,365.765,1377.294,365.615,131.243,1354.545,349.091,46.364,33.636,53.589,21.737,151.618,0.667,53.967,60,0.2,-0.37,1491,387,147.381,22.767,2.465,0.406,0.943
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0332-1301,1325.62,64.286,9.32,72,35,95,1184.043,303.279,1184.184,303.312,145.606,1161.818,278.182,42.727,48.182,55.256,30.546,48.178,0.786,56.751,64,-0.067,-0.035,1284,357,54.782,31.498,1.809,0.553,0.959
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0291-1202,838.843,73.907,8.351,77,44,95,1095.192,264.853,1095.295,264.75,119.452,1070,252.727,46.364,24.545,46.028,23.204,179.183,0.739,46.798,75,-0.373,0.199,1177,290,172.185,24.545,1.984,0.504,0.955
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0270-1392,1097.521,64.309,7.008,64,44,87,1265.179,245.468,1265.306,245.486,138.075,1240,231.818,51.818,28.182,52.615,26.559,176.908,0.723,52.774,64,0.042,-0.271,1364,261,169.077,27.465,1.981,0.505,0.94
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_22.0.png:0245-1862,876.033,48.159,8.577,43,23,74,1693.819,221.573,1694.093,221.554,119.36,1673.636,206.364,39.091,32.727,43.159,25.844,148.501,0.773,45.889,48,-0.09,-0.505,1842,232,146.31,26.833,1.67,0.599,0.952
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0037-0494,752.893,57.038,7.52,56,24,78,448.529,33.071,448.214,33.296,111.996,433.636,15.455,31.818,37.273,42.861,22.365,53.73,0.754,43.872,58,-0.663,1.249,480,58,55.981,23.393,1.916,0.522,0.94
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0189-0548,1331.405,60.069,8.95,64,29,83,498.051,172.638,498.586,172.19,145.918,472.727,153.636,50.909,37.273,55.212,30.704,26.683,0.786,56.525,60,-0.25,-0.018,520,204,27.801,32.118,1.798,0.556,0.958
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0384-0493,847.934,56.541,7.956,54,36,80,449.537,348.646,449.543,348.548,118.295,433.636,328.182,30,42.727,46.297,23.319,115.543,0.761,47.176,56,0.201,-0.416,485,361,115.084,24.393,1.985,0.504,0.954
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0475-0305,811.57,51.345,6.281,56,34,71,277.311,432.288,277.174,432.18,112.217,259.091,414.545,36.364,35.455,42.073,24.56,43.126,0.81,42.025,53,-0.261,-0.353,288,491,38.853,24.427,1.713,0.584,0.949
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0590-0416,726.446,59.983,7.416,62,30,83,378.129,536.08,378.316,536.268,107.478,359.091,522.727,38.182,27.273,41.496,22.29,153.677,0.79,42.737,61,-0.418,0.601,395,579,150.709,23.174,1.862,0.537,0.956
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0801-0252,987.603,45.802,7.867,43,21,70,229.831,727.787,229.649,727.729,124.191,208.182,710.909,42.727,34.545,47.949,26.225,147.232,0.805,48.182,46,-0.196,-0.135,230,786,148.109,26.726,1.828,0.547,0.959
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0845-0242,829.752,49.028,7.7,51,20,67,220.577,769.424,220.309,769.438,118.075,203.636,750,33.636,37.273,43.903,24.064,126.636,0.748,47.036,50,-0.626,0.452,225,825,131.082,26.266,1.824,0.548,0.953
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:1271-0262,920.661,38.811,6.422,40,13,61,236.719,1155.533,237.098,1155.604,127.478,213.636,1142.727,49.091,25.455,49.717,23.578,3.814,0.712,49.627,39,-0.141,0.475,235,1278,8.427,24.959,2.109,0.474,0.941
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:1168-0516,923.14,45.637,8.359,43,25,69,467.331,1061.197,467.26,1061.127,133.465,441.818,1050,54.545,23.636,54.669,21.5,6.331,0.651,55.455,45,0.243,-0.429,486,1173,10.389,23.636,2.543,0.393,0.939
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0544-0641,1131.405,68.243,8.017,69,38,90,583.122,495.452,582.971,495.251,134.035,563.636,472.727,39.091,43.636,50.841,28.334,128.822,0.791,52.104,69,-0.386,0.272,620,525,132.879,29.57,1.794,0.557,0.958
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0389-0677,1001.653,61.918,10.361,62,33,94,615.728,353.545,615.946,353.694,123.75,600,331.818,31.818,43.636,46.109,27.659,115.543,0.822,47.246,62,-0.101,-0.204,664,367,120.018,28.866,1.667,0.6,0.959
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0384-0493,847.934,56.541,7.956,54,36,80,449.537,348.646,449.543,348.548,118.295,433.636,328.182,30,42.727,46.297,23.319,115.543,0.761,47.176,56,0.201,-0.416,485,361,115.084,24.393,1.985,0.504,0.954
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0189-0548,1331.405,60.069,8.95,64,29,83,498.051,172.638,498.586,172.19,145.918,472.727,153.636,50.909,37.273,55.212,30.704,26.683,0.786,56.525,60,-0.25,-0.018,520,204,27.801,32.118,1.798,0.556,0.958
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0181-1215,1141.322,62.815,8.147,59,37,82,1105.067,165.511,1104.894,165.215,140.996,1082.727,143.636,43.636,42.727,53.75,27.036,136.601,0.721,55.343,63,-0.17,-0.603,1193,159,132.337,28.783,1.988,0.503,0.928
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0097-1255,909.917,59.978,7.004,60,42,83,1140.527,89.937,1140.531,89.885,127.607,1127.273,63.636,27.273,50,50.126,23.113,109.012,0.702,51.378,60,0.069,-0.442,1248,70,103.299,25.762,2.169,0.461,0.929
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0358-1284,1171.901,68.33,7.188,69,46,91,1169.121,325.079,1168.839,325.021,140.243,1140.909,309.091,53.636,32.727,50.764,29.393,178.4,0.749,54.127,68,0.233,-0.107,1255,362,7.722,31.913,1.727,0.579,0.934
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0402-1181,1418.182,70.547,8.822,72,45,103,1073.716,365.628,1073.619,365.637,150.399,1046.364,347.273,54.545,36.364,56.603,31.901,19.362,0.788,56.722,71,-0.011,-0.102,1152,413,21.631,32.632,1.774,0.564,0.96
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0446-1411,973.554,73.633,7.668,72,42,98,1283.477,405.943,1283.445,406.09,129.866,1266.364,384.545,33.636,42.727,45.955,26.973,60.406,0.725,47.412,74,-0.229,0.501,1398,468,57.529,27.943,1.704,0.587,0.943
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:1004-1804,609.091,54.989,8.731,52,29,77,1639.322,913.627,1639.204,913.609,101.361,1620.909,902.727,39.091,20.909,39.023,19.873,173.488,0.745,39.762,54,0.047,-0.506,1783,1002,169.461,20.909,1.964,0.509,0.942
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0622-1825,1319.835,52.426,8.899,54,19,78,1659.824,564.769,1660.138,564.828,143.879,1638.182,542.727,42.727,45.455,52.519,31.997,129.164,0.801,54.735,53,-0.248,-0.044,1806,601,131.634,33.427,1.641,0.609,0.958
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0552-1853,920.661,60.07,8.828,64,30,87,1684.86,502.817,1685.058,502.844,120.114,1662.727,487.273,43.636,30,45.493,25.767,24.359,0.802,46.364,61,-0.364,0.232,1829,564,28.072,27.239,1.766,0.566,0.954
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0693-1857,861.157,56.957,5.776,54,37,72,1687.864,629.087,1687.919,629.288,119.802,1672.727,608.182,30.909,43.636,45.859,23.909,115.575,0.754,45.754,57,0.021,-0.466,1845,670,110.956,24.776,1.918,0.521,0.94
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0435-1682,1010.744,57.606,7.256,56,41,78,1531.063,395.995,1530.913,395.925,132.749,1508.182,376.364,42.727,39.091,51.209,25.131,140.424,0.721,53.667,57,0.265,-0.534,1659,416,141.189,27.641,2.038,0.491,0.938
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_262.0.png:0092-1808,1018.182,48.166,11.275,51,6,76,1645.859,84.074,1646.087,83.743,144.008,1619.091,66.364,49.091,35.455,54.028,23.995,151.517,0.617,58.011,49,-0.851,1.183,1781,75,147.804,26.724,2.252,0.444,0.907
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0208-0246,1035.537,44.54,6.207,46,24,63,223.667,189.321,224.093,188.791,130.619,204.545,167.273,38.182,43.636,50.45,26.135,51.281,0.763,50.73,45,-0.078,-0.085,229,229,53.746,27.849,1.93,0.518,0.949
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0232-0196,777.686,41.874,8.472,45,11,65,178.896,212.232,178.95,212.486,122.647,169.091,185.455,19.091,51.818,51.666,19.165,89.66,0.65,51.89,43,-0.407,0.64,196,261,86.987,19.091,2.696,0.371,0.949
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0307-0209,578.512,44.759,6.178,46,24,64,190.369,279.875,190.437,279.765,98.919,178.182,260.909,23.636,37.273,38.971,18.901,65.217,0.743,40.01,45,-0.069,-0.176,202,328,68.682,21.049,2.062,0.485,0.934
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0289-0128,938.017,43.419,5.388,43,23,64,117.932,262.092,117.677,262.032,128.672,94.545,248.182,44.545,29.091,43.797,27.27,165.912,0.712,46.292,44,-0.363,0.511,104,280,160.498,28.845,1.606,0.623,0.912
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0586-0223,656.198,48.19,6.669,48,29,65,203.56,532.525,203.514,532.534,105.568,184.545,518.182,37.273,29.091,40.636,20.561,150.733,0.74,41.08,48,-0.083,-0.336,203,574,155.136,22.452,1.976,0.506,0.926
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0557-0333,676.033,58.104,5.828,61,38,80,302.045,505.998,302.184,505.905,117.542,280.909,495.455,43.636,22.727,41.064,20.961,13.05,0.615,44.098,58,0.058,0.279,309,561,8.297,22.663,1.959,0.51,0.91
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0740-0174,817.355,47.795,5.722,50,24,64,157.805,673.572,157.596,673.632,117.01,138.182,659.091,40,28.182,40.719,25.558,162.026,0.75,42.737,48,-0.374,0.534,153,728,156.161,26.161,1.593,0.628,0.928
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:1221-0103,911.57,32.156,5.436,33,17,53,91.857,1108.373,91.801,1108.456,118.828,72.727,1094.545,41.818,30.909,42.851,27.086,26.223,0.811,45.245,32,0.17,-0.039,80,1227,22.443,29.57,1.582,0.632,0.956
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:1306-0704,1252.066,48.22,9.506,51,17,78,639.076,1186.632,639.143,1186.823,151.684,623.636,1159.091,32.727,57.273,59.152,26.95,72.325,0.684,58.747,49,-0.266,0.274,691,1336,68.199,27.311,2.195,0.456,0.949
25,normoxia25,normoxia,Tetrahymena6T2_25degrees_norm_frame_82.0.png:0576-0595,811.57,60.559,12.094,64,11,90,542.539,524.554,542.443,524.502,116.348,519.091,510.909,43.636,25.455,44.369,23.289,15.711,0.753,46.292,62,-0.938,1.814,571,586,19.502,24.915,1.905,0.525,0.953
