adaptationTemperature,tt,treatment,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,Median,Skew,Kurt,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_182.0.png:0386-1394,1516.529,83.66,11.232,85,40,106,1266.428,351.773,1266.668,351.744,157.671,1250,320.909,34.545,60,60.189,32.08,101.939,0.767,61.958,85,-0.727,0.515,1384,353,104.444,33.875,1.876,0.533,0.961
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_182.0.png:0636-1605,1825.62,80.347,9.261,80,48,104,1459.287,577.604,1459.719,577.691,176.515,1436.364,548.182,46.364,60,68.48,33.943,119.86,0.736,70.383,81,-0.454,0.095,1585,604,125.538,34.743,2.017,0.496,0.962
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_182.0.png:0495-0939,1502.479,89.414,10.381,93,57,120,853.622,448.905,853.634,449.058,157.58,835.455,420.909,37.273,59.091,60.032,31.866,68.503,0.76,61.825,89,-0.019,-0.551,930,528,70.233,34.151,1.884,0.531,0.951
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_182.0.png:0720-0826,1168.595,91.395,9.139,85,64,117,752.062,654.349,752.31,654.381,143.438,722.727,640,57.273,29.091,56.419,26.372,168.85,0.714,58.479,91,-0.088,-0.568,795,715,168.341,27.34,2.139,0.467,0.954
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_182.0.png:1307-0727,1861.157,68.448,6.915,72,46,88,661.073,1189.64,661.136,1189.581,177.489,627.273,1169.091,67.273,39.091,64.52,36.728,177.896,0.742,68.012,69,-0.226,-0.446,690,1305,171.545,38.805,1.757,0.569,0.942
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_182.0.png:1252-0374,881.818,51.025,12.206,62,19,76,340.659,1138.989,340.339,1139.219,130.178,315.455,1122.727,49.091,30.909,53.867,20.843,22.554,0.654,52.892,52,-0.22,-0.974,347,1265,24.362,21.777,2.584,0.387,0.941
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0086-1478,1498.347,68.839,11.117,69,30,96,1343.169,78.138,1343.012,78.026,153.815,1315.455,60.909,57.273,34.545,56.849,33.559,1.871,0.796,57.453,69,-0.239,-0.036,1447,83,175.462,34.545,1.694,0.59,0.961
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0266-1621,2430.579,74.501,9.674,72,33,102,1475.013,241.743,1475.086,241.858,197.397,1446.364,210,55.455,64.545,72.673,42.584,54.756,0.784,75.109,75,-0.451,0.222,1594,298,51.882,45.128,1.707,0.586,0.964
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0296-1700,1285.124,70.431,9.388,72,42,96,1545.122,269.576,1545.341,269.348,150.307,1520.909,248.182,50,42.727,58.755,27.849,36.54,0.715,60.548,71,-0.187,-0.294,1676,320,41.348,29.166,2.11,0.474,0.949
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0348-1682,995.868,72.182,9.639,78,36,100,1528.78,316.286,1528.78,316.729,129.608,1516.364,291.818,25.455,50,51.521,24.611,83.565,0.745,51.826,74,-0.439,-0.204,1675,376,74.745,25.455,2.093,0.478,0.955
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0356-0899,1365.289,85.691,10.32,86,54,111,817.268,324.625,817.431,324.709,157.763,802.727,291.818,29.091,63.636,63.328,27.45,86.38,0.689,63.954,86,-0.146,-0.301,896,321,95.711,28.845,2.307,0.433,0.959
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0728-0962,965.289,85.187,15.526,103,43,117,874.858,662.077,874.708,661.896,131.555,859.091,638.182,31.818,47.273,53.559,22.947,115.11,0.701,53.482,87,-0.361,-0.709,947,703,121.799,23.474,2.334,0.428,0.954
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_362.0.png:0833-1574,1679.339,78.64,9.477,77,49,104,1431.298,757.874,1431.457,757.874,163.255,1407.273,732.727,48.182,50,56.561,37.803,49.222,0.792,59.821,79,-0.2,-0.644,1553,859,53.653,40.068,1.496,0.668,0.947
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_82.0.png:0793-0399,1415.702,70.326,8.779,69,39,94,363.687,721.195,363.646,721.159,155.671,337.273,698.182,50.909,46.364,60.445,29.821,138.324,0.734,62.191,71,-0.477,0.296,371,773,142.125,31.498,2.027,0.493,0.949
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_82.0.png:0952-0678,1743.802,76.781,9.697,75,45,104,617.084,866.86,617.131,866.68,169.775,597.273,833.636,38.182,64.545,66.266,33.506,73.26,0.76,67.31,76,-0.037,-0.279,667,988,73.523,35.006,1.978,0.506,0.966
15,normoxia15,normoxia,Tetrahymena4T1_15degrees_norm_known_frame_82.0.png:0991-1523,1641.322,81.634,7.635,80,56,107,1384.862,900.374,1384.885,900.527,159.619,1362.727,874.545,44.545,53.636,60.34,34.634,58.705,0.81,60.807,82,-0.087,-0.176,1506,1019,58.449,35.071,1.742,0.574,0.962
15,normoxia15,normoxia,Tetrahymena4T2_15degrees_norm_known_frame_102.0.png:0722-0730,1416.529,78.417,12.163,77,45,114,663.631,656.425,662.984,656.23,152.217,634.545,640,58.182,33.636,60.422,29.85,162.525,0.768,61.234,78,0.068,-0.567,698,711,161.834,31.048,2.024,0.494,0.967
15,normoxia15,normoxia,Tetrahymena4T2_15degrees_norm_known_frame_182.0.png:0572-1042,1730.579,89.654,10.624,92,56,121,946.682,519.801,946.535,519.95,169.151,917.273,498.182,60.909,43.636,65.598,33.59,29.261,0.76,67.113,90,-0.269,-0.305,1011,592,28.301,34.557,1.953,0.512,0.96
15,normoxia15,normoxia,Tetrahymena4T2_15degrees_norm_known_frame_242.0.png:0364-1136,1463.636,81.928,13.591,82,36,109,1032.939,331.697,1033.424,331.094,164.982,1011.818,302.727,41.818,57.273,59.095,31.535,64.488,0.676,60.97,84,-0.653,-0.187,1124,396,69.944,31.258,1.874,0.534,0.936
15,normoxia15,normoxia,Tetrahymena4T2_15degrees_norm_known_frame_242.0.png:0588-0859,1562.81,85.09,12.316,95,44,114,780.84,534.727,781.319,535.157,163.384,756.364,508.182,49.091,53.636,65.429,30.412,131.596,0.736,65.882,86,-0.262,-0.672,836,560,129.401,31.498,2.151,0.465,0.961
15,normoxia15,normoxia,Tetrahymena4T2_15degrees_norm_known_frame_482.0.png:0228-0446,1223.14,57.42,13.959,54,20,89,405.861,207.114,407.087,207.167,145.036,376.364,193.636,59.091,27.273,58.351,26.689,174.639,0.731,59.537,58,-0.186,-0.755,414,224,172.983,27.273,2.186,0.457,0.964
15,normoxia15,normoxia,Tetrahymena4T2_15degrees_norm_known_frame_482.0.png:1184-1187,1423.967,73.45,13.727,80,33,104,1079.319,1076.38,1079.629,1075.444,153.061,1063.636,1047.273,31.818,59.091,59.449,30.497,79.772,0.764,60.855,76,-0.632,-0.192,1180,1217,76.171,31.086,1.949,0.513,0.963
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_222.0.png:0419-0553,1174.38,73.244,11.454,72,41,100,501.099,380.289,501.935,379.999,151.502,477.273,360,50.909,41.818,59.041,25.326,36.686,0.643,60.062,73,-0.077,-0.803,527,440,39.472,26.791,2.331,0.429,0.91
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_222.0.png:0808-0911,1866.942,92.27,8.852,98,66,117,829.926,734.995,829.799,734.756,193.449,799.091,708.182,59.091,53.636,68.532,34.685,140.059,0.627,71.281,93,-0.097,-0.584,880,786,142.253,41.804,1.976,0.506,0.886
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_222.0.png:0516-0899,939.669,89.004,14.487,103,49,119,819.482,466.268,819.092,465.933,146.138,798.182,444.545,39.091,50,51.647,23.165,128.991,0.553,56.525,92,-0.563,-0.558,885,489,117.801,26.753,2.229,0.449,0.825
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_302.0.png:0408-0644,1147.107,75.403,11.708,74,42,104,586.276,371.187,586.022,371.717,147.957,568.182,342.727,35.455,56.364,60.588,24.106,63.09,0.658,61.396,75,-0.051,-0.711,627,438,62.676,25.825,2.513,0.398,0.946
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_302.0.png:0751-1290,1373.554,87.07,12.427,89,43,116,1172.204,682.795,1172.35,682.921,153.061,1157.273,653.636,30.909,58.182,59.711,29.289,100.641,0.737,60.439,89,-0.523,-0.095,1280,719,105.709,30.124,2.039,0.491,0.954
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_302.0.png:1161-1699,847.934,66.216,12.434,67,29,95,1543.931,1056.073,1543.478,1055.873,124.815,1520.909,1041.818,47.273,28.182,50.647,21.316,157.596,0.684,50.493,67,-0.126,-0.861,1674,1148,156.666,22.322,2.376,0.421,0.947
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_422.0.png:0394-0642,1124.793,75.441,11.561,69,47,104,581.894,357.462,582.517,357.578,143.529,555.455,344.545,56.364,27.273,58.107,24.646,7.765,0.686,57.589,76,-0.099,-0.734,611,401,11.842,25.317,2.358,0.424,0.938
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_422.0.png:0698-0281,1791.736,67.523,6.775,67,44,86,255.784,634.018,255.719,633.9,183.384,231.818,602.727,47.273,63.636,71.677,31.828,119.81,0.67,73.434,67,-0.117,-0.451,259,663,121.329,33.786,2.252,0.444,0.938
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_422.0.png:0291-1634,1311.57,72.233,12.798,82,24,100,1487.009,264.298,1486.521,263.496,156.112,1459.091,243.636,53.636,42.727,60.512,27.597,145.611,0.676,61.295,75,-0.735,-0.081,1608,272,144.66,28.687,2.193,0.456,0.941
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_902.0.png:0364-0599,1114.876,73.655,12.516,75,40,100,544.227,330.699,544.793,330.309,134.256,524.545,309.091,40,43.636,51.313,27.664,50.127,0.777,52.547,75,-0.379,-0.645,581,387,52.734,28.284,1.855,0.539,0.944
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_902.0.png:0439-0865,978.512,85.644,11.704,100,57,116,786.648,399.028,786.477,399.264,127.607,765.455,380.909,41.818,36.364,48.462,25.708,39.698,0.755,50.942,86,-0.012,-0.928,842,454,34.824,28.284,1.885,0.53,0.947
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_902.0.png:0479-1717,1749.587,74.663,11.492,77,22,100,1560.29,435.693,1560.844,435.469,186.892,1523.636,417.273,74.545,37.273,70.441,31.624,176.502,0.629,75.476,77,-0.7,0.514,1676,472,170.991,35.935,2.227,0.449,0.915
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_902.0.png:0254-1801,1514.05,64.714,12.102,64,13,96,1638.765,231.967,1639.266,231.781,153.373,1620.909,202.727,33.636,56.364,56.902,33.878,94.824,0.809,56.954,66,-0.908,1.375,1804,223,98.259,33.636,1.68,0.595,0.965
15,normoxia15,normoxia,Tetrahymena4T3_15degrees_norm_known_frame_902.0.png:0663-1463,1144.628,78.822,13.573,80,41,109,1330.749,604.263,1330.867,604.254,146.8,1309.091,578.182,42.727,50,59.639,24.437,131.982,0.667,60.916,79,-0.165,-0.663,1443,636,127.725,25.713,2.441,0.41,0.942
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0322-0793,1211.57,255,0,255,255,255,721.549,292.808,721.549,292.808,165.644,692.727,270.909,56.364,44.545,65.719,23.473,146.629,0.555,67.848,255,NaN,NaN,763,298,144.819,25.187,2.8,0.357,0.916
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0372-0798,1253.719,255,0,255,255,255,726.392,338.601,726.392,338.601,171.19,707.273,312.727,37.273,50.909,53.579,29.793,63.606,0.538,54.742,255,NaN,NaN,782,397,54.462,33.304,1.798,0.556,0.9
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0555-0616,1273.554,255,0,255,255,255,560.534,503.45,560.534,503.45,178.592,536.364,481.818,48.182,46.364,55.042,29.46,139.25,0.502,59.196,255,NaN,NaN,592,536,137.49,33.359,1.868,0.535,0.887
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0384-0987,1149.587,255,0,255,255,255,895.813,349.413,895.813,349.413,153.632,872.727,332.727,49.091,32.727,47.833,30.6,173.087,0.612,49.61,255,NaN,NaN,961,391,13.782,32.727,1.563,0.64,0.916
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0230-1073,1322.314,255,0,255,255,255,974.278,209.701,974.278,209.701,177.435,949.091,190.909,53.636,37.273,51.161,32.908,167.912,0.528,55.574,255,NaN,NaN,1044,222,164.827,36.846,1.555,0.643,0.885
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0379-1376,1317.355,255,0,255,255,255,1251.33,345.093,1251.33,345.093,201.072,1223.636,325.455,54.545,38.182,55.876,30.018,159.815,0.409,60.664,255,NaN,NaN,1348,362,150.362,35.451,1.861,0.537,0.852
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0201-1411,1519.008,255,0,255,255,255,1283.134,185.249,1283.134,185.249,179.657,1264.545,152.727,37.273,60,56.283,34.363,101.195,0.591,60.828,255,NaN,NaN,1408,168,99.462,35.97,1.638,0.611,0.911
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0322-1565,1133.058,255,0,255,255,255,1423.515,293.761,1423.515,293.761,167.462,1407.273,267.273,31.818,51.818,53.001,27.219,74.951,0.508,53.821,255,NaN,NaN,1559,351,74.32,28.793,1.947,0.514,0.889
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0422-1720,1500.826,255,0,255,255,255,1564.124,382.451,1564.124,382.451,227.667,1542.727,355.455,41.818,56.364,56.861,33.607,67.406,0.364,61.818,255,NaN,NaN,1706,453,61.928,37.803,1.692,0.591,0.851
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1005-1534,1283.471,255,0,255,255,255,1394.97,914.202,1394.97,914.202,166.047,1370,895.455,50,37.273,52.934,30.872,153.409,0.585,56.983,255,NaN,NaN,1509,985,146.056,33.062,1.715,0.583,0.926
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0975-1270,898.347,255,0,255,255,255,1154.164,886.057,1154.164,886.057,141.216,1130.909,869.091,48.182,35.455,56.311,20.312,149.06,0.566,57.74,255,NaN,NaN,1244,959,146.56,22.767,2.772,0.361,0.915
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0761-1087,663.636,255,0,255,255,255,988.171,692.597,988.171,692.597,99.984,974.545,675.455,27.273,33.636,35.199,24.005,59.778,0.834,36.204,255,NaN,NaN,1075,777,51.116,25.569,1.466,0.682,0.942
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:0792-0870,1076.033,255,0,255,255,255,791.105,720.406,791.105,720.406,147.515,771.818,701.818,39.091,37.273,42.543,32.204,35.695,0.621,47.141,255,NaN,NaN,851,806,39.523,33.635,1.321,0.757,0.933
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1209-1108,1309.917,255,0,255,255,255,1006.689,1099.661,1006.689,1099.661,154.073,983.636,1078.182,47.273,42.727,53.982,30.896,141.451,0.693,56.802,255,NaN,NaN,1083,1188,140.194,33.273,1.747,0.572,0.926
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1189-0791,1312.397,255,0,255,255,255,719.205,1080.755,719.205,1080.755,197.123,702.727,1052.727,33.636,57.273,55.398,30.163,99.534,0.424,58.139,255,NaN,NaN,788,1158,99.904,33.383,1.837,0.544,0.864
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1332-0992,1054.545,255,0,255,255,255,903.843,1210.046,903.843,1210.046,197.252,879.091,1190.909,46.364,40.909,47.319,28.375,142.859,0.341,52.097,255,NaN,NaN,967,1320,150.751,32.778,1.668,0.6,0.804
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1224-1382,1219.835,255,0,255,255,255,1256.712,1113.01,1256.712,1113.01,158.554,1239.091,1085.455,34.545,54.545,56.125,27.673,70.106,0.61,58.416,255,NaN,NaN,1367,1254,69.027,28.713,2.028,0.493,0.915
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1200-1618,1015.702,255,0,255,255,255,1471.932,1090.907,1471.932,1090.907,162.228,1453.636,1068.182,34.545,46.364,48.012,26.936,59.499,0.485,52.097,255,NaN,NaN,1607,1225,60.751,30.256,1.782,0.561,0.862
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_142.0.png:1005-1534,1283.471,255,0,255,255,255,1394.97,914.202,1394.97,914.202,166.047,1370,895.455,50,37.273,52.934,30.872,153.409,0.585,56.983,255,NaN,NaN,1509,985,146.056,33.062,1.715,0.583,0.926
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0175-0481,996.694,63.979,6.832,64,42,86,436.794,160.623,436.729,160.454,128.36,420.909,136.364,33.636,45.455,49.734,25.516,121.6,0.76,51.762,64,-0.004,-0.114,466,150,120.619,27.646,1.949,0.513,0.958
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0076-0808,1441.322,66.144,8.439,69,34,91,733.906,69.746,733.932,69.709,152.879,709.091,48.182,51.818,42.727,58.649,31.29,142.595,0.775,60.028,66,-0.223,-0.151,782,56,144.866,32.784,1.874,0.534,0.958
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0340-1096,1344.628,73.009,8.753,77,45,101,995.406,309.478,995.644,309.392,144.282,980,282.727,32.727,52.727,53.788,31.829,95.675,0.812,53.844,73,-0.125,-0.087,1086,311,101.689,32.581,1.69,0.592,0.962
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0268-1286,1561.157,73.193,10.431,72,31,102,1168.456,242.475,1168.727,242.525,154.126,1150.909,217.273,37.273,53.636,55.522,35.801,77.326,0.826,56.933,74,-0.421,0.271,1275,298,70.408,37.262,1.551,0.645,0.967
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0190-1386,1012.397,71.851,9.799,74,30,98,1260.929,173.534,1261.153,173.235,125.568,1245.455,150.909,30,44.545,44.791,28.779,77.397,0.807,46.087,73,-0.772,1.005,1378,214,67.989,30,1.556,0.643,0.954
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0112-1503,1021.488,65.408,7.632,67,44,87,1367.163,100.807,1367.254,100.785,128.581,1348.182,80,36.364,43.636,49.879,26.075,128.014,0.776,51.946,66,-0.086,-0.405,1488,88,122.856,26.999,1.913,0.523,0.958
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0236-1495,1404.132,70.053,9.883,77,37,102,1357.846,213.222,1357.905,213.36,162.502,1340,188.182,38.182,52.727,55.023,32.492,65.401,0.668,56.605,71,-0.301,0.214,1480,264,60.141,34.653,1.693,0.591,0.946
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0407-1673,1515.702,67.274,9.535,67,34,95,1520.284,371.041,1520.403,370.886,154.256,1497.273,347.273,47.273,46.364,56.475,34.172,137.728,0.8,58.585,68,-0.453,0.233,1651,382,131.855,36.308,1.653,0.605,0.961
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0834-1761,1223.967,67.458,10.546,67,19,93,1600.443,758.907,1600.613,758.854,137.983,1576.364,741.818,50,32.727,50.448,30.891,167.414,0.808,51.594,68,-0.684,1.046,1734,828,165.719,32.727,1.633,0.612,0.958
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:1027-1746,1369.421,67.457,9.298,70,28,90,1586.282,932.78,1586.745,932.564,144.944,1561.818,915.455,51.818,36.364,51.44,33.896,18.669,0.819,54.915,68,-0.668,1.029,1718,1036,19.335,35.498,1.518,0.659,0.956
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0717-1199,1332.231,83.156,10.372,85,47,112,1090.195,652.237,1090.347,652.333,144.191,1067.273,630.909,45.455,41.818,52.417,32.361,39.758,0.805,55.096,84,-0.134,-0.17,1176,735,37.626,33.94,1.62,0.617,0.96
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0637-1031,1276.033,82.307,10.084,82,56,111,937.748,578.296,937.722,578.457,142.685,921.818,552.727,31.818,53.636,53.836,30.179,96.95,0.788,54.735,82,-0.056,-0.376,1025,608,101.497,31.379,1.784,0.561,0.961
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0739-1009,1348.76,85.15,9.049,85,57,108,919.183,672.391,919.1,672.425,143.97,892.727,653.636,50,36.364,53.645,32.012,26.264,0.818,56.283,85,-0.179,-0.387,983,756,31.122,34.151,1.676,0.597,0.968
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0706-0926,827.273,91.352,8.315,93,62,114,841.276,642.706,841.446,642.492,123.75,828.182,620,27.273,44.545,45.525,23.137,69.453,0.679,47.15,92,-0.504,0.186,916,731,70.866,24.184,1.968,0.508,0.939
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:0975-1202,1462.81,77.66,9.974,77,44,112,1095.482,885.807,1095.254,885.74,151.905,1065.455,868.182,55.455,37.273,54.36,34.262,162.103,0.797,57.215,78,-0.138,-0.178,1172,966,162.429,36.56,1.587,0.63,0.953
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:1199-1304,1311.57,71.788,9.316,72,37,96,1184.256,1091.449,1184.261,1091.125,143.659,1168.182,1063.636,34.545,52.727,53.19,31.396,105.755,0.799,54.462,73,-0.599,0.487,1294,1170,104.5,32.412,1.694,0.59,0.963
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:1170-1184,1066.942,72.072,7.743,72,47,102,1077.307,1062.68,1077.161,1062.898,139.178,1058.182,1039.091,37.273,49.091,56.172,24.184,56.598,0.692,58.018,72,-0.033,-0.082,1165,1196,54.567,26.724,2.323,0.431,0.95
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:1226-1257,898.347,72.134,8.226,70,42,97,1141.678,1114.128,1141.887,1114.103,125.568,1121.818,1100,42.727,29.091,41.062,27.856,21.04,0.716,45.436,72,-0.326,0.395,1234,1233,19.885,28.754,1.474,0.678,0.926
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:1225-1132,1352.893,70.374,8.96,74,39,94,1028.829,1114.692,1028.859,1114.515,144.191,1011.818,1087.273,34.545,52.727,52.465,32.833,100.675,0.818,54.697,71,-0.302,-0.089,1125,1196,105.422,34.545,1.598,0.626,0.966
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_262.0.png:1309-0477,1049.587,54.26,6.75,53,28,72,433.226,1189.956,433.468,1190.088,131.243,410,1175.455,48.182,30,47.839,27.935,7.711,0.766,48.872,55,-0.357,-0.049,451,1311,9.638,29.952,1.713,0.584,0.947
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0057-0876,1084.298,65.658,8.901,64,37,94,796.353,51.387,796.459,51.283,134.438,782.727,26.364,28.182,51.818,52.899,26.098,77.773,0.754,52.954,66,-0.217,-0.004,869,86,78.111,27.561,2.027,0.493,0.959
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0165-0751,1410.744,68.542,7.932,69,43,91,683.079,150.099,683.139,149.938,150.307,661.818,125.455,42.727,50,56.791,31.629,51.358,0.785,58.761,69,-0.312,-0.113,734,193,55.081,33.23,1.796,0.557,0.954
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0109-1002,1475.207,70.264,9.219,74,40,93,912.166,100.944,912.203,100.931,153.191,883.636,80,54.545,39.091,56.807,33.065,25.518,0.79,58.951,71,-0.314,-0.176,972,126,26.565,35.371,1.718,0.582,0.959
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0357-0381,915.702,63.736,6.046,66,44,84,345.756,323.892,346.176,323.787,126.321,321.818,310.909,50,27.273,49.755,23.433,14.781,0.721,51.176,64,-0.038,0.172,354,363,12.308,25.153,2.123,0.471,0.944
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0044-1385,937.19,64.479,10.561,69,22,94,1258.795,38.497,1259.026,38.313,126.413,1246.364,15.455,26.364,49.091,47.857,24.934,82.466,0.737,49.768,66,-0.814,1.185,1378,71,80.538,26.364,1.919,0.521,0.946
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0323-1128,1323.967,72.872,9.231,74,43,102,1025.982,295.261,1026.326,295.082,143.347,1006.364,269.091,38.182,50,52.671,32.005,64.684,0.81,54.553,74,-0.262,-0.067,1116,351,66.425,33.882,1.646,0.608,0.952
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0264-1347,1547.934,73.106,11.273,75,25,105,1223.007,240.954,1223.301,240.84,164.32,1196.364,221.818,57.273,37.273,54.426,36.212,1.104,0.72,57.99,75,-0.809,1.183,1316,263,170.981,37.214,1.503,0.665,0.936
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0307-1498,1030.579,71.103,8.778,70,41,102,1361.453,280.181,1361.731,280.127,126.854,1339.091,264.545,46.364,30,47.488,27.631,160.525,0.805,49.477,71,-0.306,0.249,1473,300,159.567,29.272,1.719,0.582,0.96
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0354-1651,1109.091,68.447,8.725,74,39,96,1500.877,323.056,1501.22,322.848,138.957,1478.182,303.636,45.455,37.273,51.317,27.518,31.716,0.722,52.954,69,-0.293,-0.269,1627,369,34.509,30.085,1.865,0.536,0.929
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0424-1775,1323.967,63.456,10.963,64,24,98,1614.788,385.674,1615.19,385.593,140.996,1592.727,363.636,42.727,44.545,49.864,33.807,134.338,0.837,50.982,64,-0.578,0.759,1757,405,129.936,34.713,1.475,0.678,0.961
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0478-1631,1539.669,71.381,9.047,75,34,98,1482.932,433.911,1483.353,433.749,153.815,1456.364,415.455,53.636,38.182,56.248,34.852,22.004,0.818,57.847,72,-0.575,0.763,1604,492,30.192,36.16,1.614,0.62,0.966
20,normoxia20,normoxia,Tetrahymena5T1_20degrees_norm_frame_302.0.png:0465-1496,1425.62,72.819,10.749,75,33,99,1359.401,422.709,1359.566,422.67,148.581,1332.727,405.455,55.455,34.545,54.234,33.469,174.176,0.812,55.929,74,-0.595,0.565,1466,462,172.528,34.545,1.62,0.617,0.964
