"intercept","slope","r2","p.val","code","temperature","concentration","treatment","replicate","density","rate.per.cell","rate.per.cell.nW"
-28.3666438677536,-1.06804053918915,0.990630498682897,0,"50_15_B_8000",22.5,50,"15","B",8000,-1.33505067398643e-07,1.0648727606177
-40.4326565344694,-1.31550542080768,0.989732380326892,0,"50_15_C_8000",22.5,50,"15","C",8000,-1.6443817760096e-07,1.31160366827139
-19.2201021421465,-0.788204825326655,0.974576784026569,9.00504612795381e-283,"50_15_D_8000",22.5,50,"15","D",8000,-9.85256031658319e-08,0.785867031709315
-59.6513241825981,-0.901042335899163,0.990852806975704,0,"50_20_A_8000",22.5,50,"20","A",8000,-1.12630291987395e-07,0.89836986935984
-181.177788794764,-1.89953252128409,0.989652161943489,2.77892767151739e-57,"50_20_B_10000",22.5,50,"20","B",10000,-1.89953252128409e-07,1.51511884847261
-26.1805266747217,-0.285036836738523,0.972894274142564,7.12913129125874e-278,"50_20_C_5000",22.5,50,"20","C",5000,-5.70073673477046e-08,0.454706280637514
-44.000721176128,-0.257518182357055,0.976675091740881,2.3429667392042e-289,"50_20_D_4000",22.5,50,"20","D",4000,-6.43795455892637e-08,0.513508781162933
-89.0861700033166,-1.41242543517931,0.993583908822897,0,"50_25_A_12000",22.5,50,"25","A",12000,-1.17702119598276e-07,0.938824147048405
-139.901673928236,-1.58032921426081,0.99095150529196,3.71679674229135e-199,"50_25_B_13500",22.5,50,"25","B",13500,-1.17061423278579e-07,0.933713778790725
-38.8659212202401,-0.585974488216801,0.992562363400223,0,"50_25_C_8000",22.5,50,"25","C",8000,-7.32468110271001e-08,0.584236504161819
-49.2988302976607,-0.596240815764964,0.996920598943084,0,"50_25_D_8000",22.5,50,"25","D",8000,-7.45301019706205e-08,0.59447238206765
-1.0384324167467,-0.00294024656267007,0.0286123503553644,0.00140138487003372,"50_control_A_8000",22.5,50,"control","A",8000,-3.67530820333759e-10,0.00293152587303871
4.87562331460551,-0.0102307575872342,0.243062023917976,4.42968793472632e-23,"50_control_B_8000",22.5,50,"control","B",8000,-1.27884469840428e-09,0.0102004134444182
-5.19404439350107,0.00974117403339953,0.186514354285736,1.61953129787305e-17,"50_control_C_8000",22.5,50,"control","C",8000,1.21764675417494e-09,-0.00971228198180464
1.35685349564226,0.00342983011650463,0.020927001978249,0.00640055457491007,"50_control_D_8000",22.5,50,"control","D",8000,4.28728764563079e-10,-0.00341965733565214
10.7600671760845,-0.490916211554078,0.997075562341465,0,"100_15_A_8000",25,100,"15","A",8000,-6.13645264442598e-08,0.48946016770717
-38.0948101167003,-2.98852624631794,0.99580087398163,4.14432899694933e-211,"100_15_B_8000",25,100,"15","B",8000,-3.73565780789743e-07,2.97966236048598
-18.9151684006599,-0.448790725877263,0.997719617084907,0,"100_15_C_8000",25,100,"15","C",8000,-5.60988407346578e-08,0.44745962505072
-62.0208637693323,-6.66110779517614,0.997959212104936,1.13986932751032e-25,"100_15_D_8000",25,100,"15","D",8000,-8.32638474397018e-07,6.64135113448642
-26.2307703294958,-0.816977531122095,0.989559902129339,0,"100_20_A_8000",25,100,"20","A",8000,-1.02122191390262e-07,0.814554398458607
2.43634292781793,-0.81871706338971,0.995284652402438,0,"100_20_B_8000",25,100,"20","B",8000,-1.02339632923714e-07,0.816288771321837
-0.609458407130172,-0.857636516051934,0.989978665219379,0,"100_20_C_8000",25,100,"20","C",8000,-1.07204564506492e-07,0.85509278996856
-2.9914777368766,-1.67209174031125,0.999058479541487,0,"100_20_D_8000",25,100,"20","D",8000,-2.09011467538906e-07,1.66713236265648
-13.4073454472344,-1.07971167734713,0.993535601865332,0,"100_25_A_8000",25,100,"25","A",8000,-1.34963959668392e-07,1.07650928250411
-16.4672129803638,-1.36148592704027,0.999757098864881,0,"100_25_B_8000",25,100,"25","B",8000,-1.70185740880034e-07,1.35744779759972
